row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain,dataset_name,normalized_points
247,What is the difference between a data member and a local variable inside a member function?,139,"['data', 'member', 'exists', 'permanently', 'program', 'memory', 'long', 'run', 'local', 'variable', 'inside', 'member', 'function', 'temporal', 'used', 'operate', 'function', 'exists', 'long', 'function', 'run']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",4,5.0,science,texas,0.8
248,What is the difference between a data member and a local variable inside a member function?,139,"['local', 'variable', 'used', 'within', 'function', 'data', 'member', 'set', 'public', 'access', 'used', 'throughout']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",5,5.0,science,texas,1.0
249,What is the difference between a data member and a local variable inside a member function?,139,"['local', 'variable', 'lost', 'exit', 'block', 'code', 'data', 'member']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",4,5.0,science,texas,0.8
250,What is the difference between a data member and a local variable inside a member function?,139,"['every', 'member', 'function', 'access', 'modify', 'data', 'member', 'local', 'variable', 'used', 'line', 'declaration', 'next', 'closing', 'lost', 'memory']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",4,5.0,science,texas,0.8
251,What is the difference between a data member and a local variable inside a member function?,139,"['data', 'member', 'accessible', 'function', 'class', 'local', 'variable', 'available', 'member', 'function', 'value', 'lost', 'function', 'close']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",5,5.0,science,texas,1.0
252,What is the difference between a data member and a local variable inside a member function?,139,"['data', 'member', 'variable', 'declared', 'inside', 'class', 'definition', 'outside', 'body', 'class', 'member', 'function', 'local', 'variable', 'used', 'within', 'function', 'declaration']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",4,5.0,science,texas,0.8
253,What is the difference between a data member and a local variable inside a member function?,139,"['data', 'member', 'accessed', 'outside', 'class', 'whereas', 'local', 'variable']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",4,5.0,science,texas,0.8
254,What is the difference between a data member and a local variable inside a member function?,139,"['local', 'variable', 'used', 'outside', 'function', 'body', 'function', 'terminates', 'value', 'local', 'variable', 'lost', 'data', 'member', 'variable', 'class', 'definition', 'exist', 'throughout', 'life', 'object']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",5,5.0,science,texas,1.0
255,What is the difference between a data member and a local variable inside a member function?,139,"['local', 'variable', 'member', 'function', 'static', 'data', 'member', 'change', 'value', 'freely']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",2,5.0,science,texas,0.4
256,What is the difference between a data member and a local variable inside a member function?,139,"['local', 'variable', 'useable', 'within', 'function', 'defined', 'whereas', 'data', 'member', 'available', 'method', 'within', 'class']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",5,5.0,science,texas,1.0
257,What is the difference between a data member and a local variable inside a member function?,139,"['variable', 'declared', 'function', 'definition', 'body', 'used', 'outside', 'function', 'data', 'member', 'accessible', 'member', 'function', 'class']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",5,5.0,science,texas,1.0
258,What is the difference between a data member and a local variable inside a member function?,139,"['data', 'member', 'local', 'variable', 'declared', 'function', 'definition', 'body', 'used', 'outside', 'function', 'body', 'function', 'terminates', 'value', 'local', 'variable', 'lost']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",4,5.0,science,texas,0.8
259,What is the difference between a data member and a local variable inside a member function?,139,"['local', 'variable', 'available', 'function']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",4,5.0,science,texas,0.8
260,What is the difference between a data member and a local variable inside a member function?,139,"['local', 'variable', 'accessed', 'inside', 'member', 'function', 'data', 'member', 'accessed', 'throughout', 'class']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",4,5.0,science,texas,0.8
261,What is the difference between a data member and a local variable inside a member function?,139,"['data', 'member', 'accessible', 'anywhere', 'class', 'local', 'variable', 'member', 'function', 'accessible', 'particular', 'function', 'freed', 'function', 'exit']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",5,5.0,science,texas,1.0
262,What is the difference between a data member and a local variable inside a member function?,139,"['data', 'member', 'encapsulated', 'within', 'class', 'object', 'static', 'shared', 'instance', 'class', 'however', 'local', 'variable', 'used', 'function', 'block', 'declared', 'whole', 'class', 'wise', 'would', 'called', 'global', 'variable']","['data', 'member', 'accessed', 'member', 'function', 'inside', 'class', 'definition', 'local', 'variable', 'accessed', 'inside', 'member', 'function', 'defines']",4,5.0,science,texas,0.8
263,What is the difference between a constructor and a function?,140,"['constructor', 'initialize', 'object', 'object', 'class', 'function', 'class', 'performs', 'task', 'display', 'line', 'text', 'kind', 'mathematical', 'operation']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",2,5.0,science,texas,0.4
264,What is the difference between a constructor and a function?,140,"['constructor', 'function', 'function', 'constructor', 'also', 'function', 'nearly', 'infinite', 'purpose', 'constructor', 'always', 'create', 'instance', 'whichever', 'class', 'using', 'change', 'constructor', 'something', 'function', 'change', 'also']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",3,5.0,science,texas,0.6
265,What is the difference between a constructor and a function?,140,"['unlike', 'regular', 'function', 'constructor', 'used', 'initialize', 'object', 'data', 'created', 'constructor', 'must', 'also', 'given', 'name', 'class', 'return', 'value']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",5,5.0,science,texas,1.0
266,What is the difference between a constructor and a function?,140,"['constructor', 'typically', 'used', 'initialize', 'data', 'member', 'allocate', 'resource', 'instance', 'memory', 'file', 'etc', 'also', 'constructor', 'return', 'value', 'function', 'operation', 'maybe', 'globally', 'defined']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
267,What is the difference between a constructor and a function?,140,"['constructor', 'return', 'value', 'specify', 'return', 'type', 'normally', 'constructor', 'declared', 'public']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
268,What is the difference between a constructor and a function?,140,"['constructor', 'method', 'start', 'new', 'instance', 'class', 'example', 'employee', 'employee1parameters', 'start', 'new', 'instance', 'object', 'type', 'employee', 'function', 'simply', 'module', 'win', 'program', 'completes', 'single', 'desired', 'task']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",3,5.0,science,texas,0.6
269,What is the difference between a constructor and a function?,140,"['constructor', 'called', 'whenever', 'new', 'object', 'class', 'made']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
270,What is the difference between a constructor and a function?,140,"['constructor', 'return', 'date', 'return', 'type', 'function', 'return', 'date', 'return', 'data', 'return', 'type']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
271,What is the difference between a constructor and a function?,140,"['constructor', 'automatically', 'called', 'whenever', 'instance', 'class', 'created', 'function', 'must', 'explicitly', 'called', 'user']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
272,What is the difference between a constructor and a function?,140,"['constructor', 'return', 'value', 'specify', 'return', 'type', 'like', 'function']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
273,What is the difference between a constructor and a function?,140,"['constructor', 'function', 'used', 'initialize', 'object', 'data', 'created']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
274,What is the difference between a constructor and a function?,140,"['constructor', 'initialise', 'everything', 'nothing', 'left', 'empty', 'random', 'variable', 'function', 'modifies', 'variable', 'data']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",2,5.0,science,texas,0.4
275,What is the difference between a constructor and a function?,140,"['constructor', 'initialized', 'value', 'execution', 'instantiation', 'provides', 'default', 'value']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
276,What is the difference between a constructor and a function?,140,"['constructor', 'set', 'default', 'value', 'variable', 'object', 'instantiated', 'whereas', 'function', 'allows', 'interaction', 'object']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
277,What is the difference between a constructor and a function?,140,"['constructor', 'used', 'create', 'object', 'employed', 'main', 'function', 'program', 'may', 'may', 'execute', 'code', 'along', 'function', 'set', 'code', 'executes', 'called', 'create', 'new', 'object']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",3,5.0,science,texas,0.6
278,What is the difference between a constructor and a function?,140,"['constructor', 'initialize', 'data', 'member', 'function', 'actually', 'perform', 'task', 'constructor', 'cant', 'return', 'value', 'either']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
279,What is the difference between a constructor and a function?,140,"['constructor', 'need', 'type', 'used', 'initialize', 'variable']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
280,What is the difference between a constructor and a function?,140,"['constructor', 'dont', 'return', 'type']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
281,What is the difference between a constructor and a function?,140,"['constructor', 'creates', 'class', 'object', 'memory', 'function', 'perform', 'action', 'object']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",3,5.0,science,texas,0.6
282,What is the difference between a constructor and a function?,140,"['constructor', 'return', 'value']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
283,What is the difference between a constructor and a function?,140,"['constructor', 'initialize', 'value', 'function', 'usual', 'performs', 'sort', 'operation']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",2,5.0,science,texas,0.4
284,What is the difference between a constructor and a function?,140,"['constructor', 'function', 'used', 'initialize', 'object', 'data', 'created', 'call', 'made', 'implicitly', 'object', 'created', 'must', 'defined', 'name', 'class', 'constructor', 'also', 'return', 'value', 'like', 'function']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",5,5.0,science,texas,1.0
285,What is the difference between a constructor and a function?,140,"['constructor', 'used', 'create', 'instance', 'class', 'name', 'class', 'function', 'name', 'class', 'computes', 'data']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
286,What is the difference between a constructor and a function?,140,"['constructor', 'function', 'initialize', 'class', 'instance', 'function', 'performs', 'whatever', 'task', 'written']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",3,5.0,science,texas,0.6
287,What is the difference between a constructor and a function?,140,"['constructor', 'return', 'value', 'even', 'void', 'function', 'get', 'return', 'value']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
288,What is the difference between a constructor and a function?,140,"['constructor', 'return', 'value', 'even', 'void', 'used', 'initialize', 'object', 'data', 'created', 'whereas', 'function', 'created', 'specific', 'task', 'return', 'value']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",5,5.0,science,texas,1.0
289,What is the difference between a constructor and a function?,140,"['constructor', 'initialize', 'object', 'function', 'part', 'object']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",2,5.0,science,texas,0.4
290,What is the difference between a constructor and a function?,140,"['constructor', 'initialize', 'data', 'used', 'calculation', 'function']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",2,5.0,science,texas,0.4
291,What is the difference between a constructor and a function?,140,"['constructor', 'called', 'class', 'created', 'function', 'called', 'time']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
292,What is the difference between a constructor and a function?,140,"['constructor', 'special', 'block', 'statement', 'called', 'object', 'created', 'either', 'declared', 'tactically', 'constructed', 'stack', 'however', 'function', 'portion', 'code', 'within', 'larger', 'program', 'performs', 'specific', 'task', 'independent', 'rest', 'code']","['constructor', 'called', 'whenever', 'object', 'created', 'whereas', 'function', 'need', 'called', 'explicitly', 'constructor', 'return', 'type', 'function', 'indicate', 'return', 'type']",4,5.0,science,texas,0.8
293,When does C++ create a default constructor?,141,"['compiler', 'creates', 'default', 'constructor', 'define', 'one', 'class', 'file']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
294,When does C++ create a default constructor?,141,['compilation'],"['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",4,5.0,science,texas,0.8
295,When does C++ create a default constructor?,141,"['class', 'explicitly', 'include', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
296,When does C++ create a default constructor?,141,"['parameter', 'set', 'default', 'constructor', 'used']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",3,5.0,science,texas,0.6
297,When does C++ create a default constructor?,141,"['class', 'explicitly', 'include', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
298,When does C++ create a default constructor?,141,"['argument', 'passed']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",2,5.0,science,texas,0.4
299,When does C++ create a default constructor?,141,"['one', 'already', 'specific', 'class']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
300,When does C++ create a default constructor?,141,"['program', 'compiles']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",4,5.0,science,texas,0.8
301,When does C++ create a default constructor?,141,"['constructor', 'provided', 'programmer', 'class']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
302,When does C++ create a default constructor?,141,"['class', 'explicitly', 'include', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
303,When does C++ create a default constructor?,141,"['main', 'function', 'code']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",1,5.0,science,texas,0.2
304,When does C++ create a default constructor?,141,"['whenever', 'dont', 'specific']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
305,When does C++ create a default constructor?,141,"['non', 'provided']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
306,When does C++ create a default constructor?,141,"['create', 'default', 'constructor', 'constructor', 'present']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
307,When does C++ create a default constructor?,141,"['constructor', 'specified', 'constructor', 'class', 'class', 'instantiated', 'program']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
308,When does C++ create a default constructor?,141,"['constructor', 'exists', 'one', 'needed', 'parameterless', 'default', 'constructor', 'declared']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
309,When does C++ create a default constructor?,141,"['compiler', 'creates', 'automatically', 'unless', 'specifically', 'create', 'one']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
310,When does C++ create a default constructor?,141,"['class', ""n't"", 'explicitly', 'include', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
311,When does C++ create a default constructor?,141,"['userdefined', 'constructor', 'exists']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
312,When does C++ create a default constructor?,141,"['class', 'explicitly', 'include', 'constructor', 'compiler', 'creates', 'one']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
313,When does C++ create a default constructor?,141,"['provide', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
314,When does C++ create a default constructor?,141,"['class', 'explicitly', 'include', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
315,When does C++ create a default constructor?,141,"['creates', 'default', 'constructor', 'compilation', 'one', 'provided']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
316,When does C++ create a default constructor?,141,"['class', 'explicitly', 'include', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
317,When does C++ create a default constructor?,141,"['compiler', 'provide', 'one', 'class', 'explicitly', 'include', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
318,When does C++ create a default constructor?,141,"['programmer', 'explicitly', 'include', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
319,When does C++ create a default constructor?,141,"['one', 'explicitly', 'stated']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
320,When does C++ create a default constructor?,141,"['one', 'explicitly', 'included', 'class']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
321,When does C++ create a default constructor?,141,"['dont', 'specify', 'constructor']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
322,When does C++ create a default constructor?,141,"['beginning', 'run', 'complied', 'matter', 'fact', 'generates', 'default', 'constructor', 'class', 'provided', 'constructor', 'provided', 'user']","['constructor', 'provided', 'compiler', 'provides', 'one', 'default', 'constructor', 'defined', 'class', 'compiler', 'create', 'default', 'constructor']",5,5.0,science,texas,1.0
323,How many constructors can be created for a class?,142,"['one', 'per', 'class']","['unlimited', 'number']",0,5.0,science,texas,0.0
324,How many constructors can be created for a class?,142,"['many', 'want', 'long', 'different', 'parameter']","['unlimited', 'number']",5,5.0,science,texas,1.0
325,How many constructors can be created for a class?,142,"['limit', 'number', 'constructor', 'class', 'like', 'function', 'constructor', 'overloaded']","['unlimited', 'number']",5,5.0,science,texas,1.0
326,How many constructors can be created for a class?,142,"['depends', 'type', 'class', 'defined', 'typically', 'would', 'constructor', 'call', 'object']","['unlimited', 'number']",2,5.0,science,texas,0.4
327,How many constructors can be created for a class?,142,"['constructor', 'overloaded', 'one', 'constructor', 'class', 'different', 'parameter']","['unlimited', 'number']",5,5.0,science,texas,1.0
328,How many constructors can be created for a class?,142,['1'],"['unlimited', 'number']",0,5.0,science,texas,0.0
329,How many constructors can be created for a class?,142,"['number', 'want']","['unlimited', 'number']",5,5.0,science,texas,1.0
330,How many constructors can be created for a class?,142,['one'],"['unlimited', 'number']",0,5.0,science,texas,0.0
331,How many constructors can be created for a class?,142,"['default', 'one', 'may', 'overloaded', 'create', 'many', 'constructor', 'necessary']","['unlimited', 'number']",5,5.0,science,texas,1.0
332,How many constructors can be created for a class?,142,"['many', 'want']","['unlimited', 'number']",5,5.0,science,texas,1.0
333,How many constructors can be created for a class?,142,"['many', 'want', 'different', 'parameter']","['unlimited', 'number']",5,5.0,science,texas,1.0
334,How many constructors can be created for a class?,142,['infinite'],"['unlimited', 'number']",5,5.0,science,texas,1.0
335,How many constructors can be created for a class?,142,"['many', 'need']","['unlimited', 'number']",5,5.0,science,texas,1.0
336,How many constructors can be created for a class?,142,"['many', 'needed', 'depending', 'many', 'variable', 'one', 'wish', 'directly', 'modify', 'leave', 'default', 'instantiating', 'object']","['unlimited', 'number']",5,5.0,science,texas,1.0
337,How many constructors can be created for a class?,142,"['large', 'amount', 'constructor', 'created', 'given', 'class', 'overloading', 'two', 'constructor', 'different', 'type', 'number', 'parameter', 'created', 'said', 'overloaded', 'recognize', 'constructor', 'use', 'based', 'type', 'variable', 'passedreturned']","['unlimited', 'number']",5,5.0,science,texas,1.0
338,How many constructors can be created for a class?,142,"['depends', 'number', 'object', 'object', 'constructor']","['unlimited', 'number']",2,5.0,science,texas,0.4
339,How many constructors can be created for a class?,142,"['theoretically', 'unlimited', 'long', 'defined', 'programmer']","['unlimited', 'number']",5,5.0,science,texas,1.0
340,How many constructors can be created for a class?,142,"['many', 'needed']","['unlimited', 'number']",5,5.0,science,texas,1.0
341,How many constructors can be created for a class?,142,"['many', 'wantedneeded']","['unlimited', 'number']",5,5.0,science,texas,1.0
342,How many constructors can be created for a class?,142,['several'],"['unlimited', 'number']",4,5.0,science,texas,0.8
343,How many constructors can be created for a class?,142,['one'],"['unlimited', 'number']",0,5.0,science,texas,0.0
344,How many constructors can be created for a class?,142,['one'],"['unlimited', 'number']",0,5.0,science,texas,0.0
345,How many constructors can be created for a class?,142,"['infinite', 'constructor', 'long', 'signature', 'different']","['unlimited', 'number']",5,5.0,science,texas,1.0
346,How many constructors can be created for a class?,142,"['depends', 'number', 'data', 'member', 'class']","['unlimited', 'number']",2,5.0,science,texas,0.4
347,How many constructors can be created for a class?,142,['one'],"['unlimited', 'number']",0,5.0,science,texas,0.0
348,How many constructors can be created for a class?,142,"['overload', 'constructor', 'need']","['unlimited', 'number']",5,5.0,science,texas,1.0
349,How many constructors can be created for a class?,142,"['many', 'programmer', 'want', 'create']","['unlimited', 'number']",5,5.0,science,texas,1.0
350,How many constructors can be created for a class?,142,['one'],"['unlimited', 'number']",0,5.0,science,texas,0.0
351,How many constructors can be created for a class?,142,"['many', 'want', 'long', 'unique', 'argument', 'list']","['unlimited', 'number']",5,5.0,science,texas,1.0
352,How many constructors can be created for a class?,142,"['many', 'user', 'decides', 'use']","['unlimited', 'number']",5,5.0,science,texas,1.0
353,What is the difference between a function prototype and a function definition?,143,"['function', 'definition', 'require', 'additional', 'information', 'need', 'passed', 'inside', 'parenthesis', 'execute', 'definition', 'prototype', 'requires', 'one', 'parameter', 'passed', 'order', 'complete', 'task']","['function', 'prototype', 'includes', 'function', 'signature', 'ie', 'name', 'function', 'return', 'type', 'parameter', 'type', 'function', 'definition', 'includes', 'actual', 'body', 'function']",4,5.0,science,texas,0.8
