row_id,question,question_id,student_answer,reference_answer,assigned_points,max_points,domain
390,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['header', 'file', 'declares', 'the', 'class', 'member', 'function']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.5,5,science
391,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['a', 'header', 'file', 'allows', 'for', 'the', 'separation', 'of', 'declaration', 'and', 'implementation', 'into', 'separate', 'file']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",4.0,5,science
392,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['the', 'header', 'file', 'ha', 'access', 'to', 'the', 'c', 'standard', 'library', 'and', 'make', 'certain', 'class', 'like', 'class', 'string', 'work']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",1.5,5,science
393,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['“', 'instruct', '”', 'the', 'compiler', 'on', 'how', 'to', 'interface', 'with', 'library', 'and', 'userwritten', 'component']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",2.5,5,science
394,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['create', 'a', 'comon', 'area', 'to', 'contain', 'reusable', 'function']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.0,5,science
395,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['to', 'declare', 'the', 'function', 'being', 'used', 'in', 'the', 'class']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.0,5,science
396,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['include', 'hath', 'allows', 'the', 'use', 'of', 'the', 'hat', 'container', 'so', 'called', 'from', 'the', 'act', 'of', 'pulling', 'name', 'from', 'a', 'hat', 'the', 'header', 'file', 'for', 'hat', 'includes', 'function', 'for', 'storage', 'and', 'retrieval', 'of', 'it', 'content', 'mainly', 'put', 'peek', 'and', 'pull']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",1.5,5,science
397,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['to', 'hold', 'reusable', 'content', 'or', 'module', 'separate', 'from', 'the', 'actual', 'sourcecode', 'file', 'that', 'can', 'be', 'easily', 'referenced', 'and', 'employed', 'for', 'different', 'program']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",4.0,5,science
398,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['a', 'header', 'file', 'is', 'a', 'file', 'used', 'to', 'store', 'a', 'list', 'of', 'prototye', 'function', 'and', 'data', 'member']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",5.0,5,science
399,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['a', 'header', 'file', 'is', 'a', 'cross', 'communication', 'method', 'between', 'source', 'file', 'to', 'help', 'limit', 'the', 'size', 'of', 'each', 'individual', 'program', 'without', 'header', 'file', 'a', 'program', 'will', 'be', '1', 'large', 'lump', 'of', 'code', 'and', 'thus', 'fairly', 'hard', 'to', 'debug', 'and', 'traverse']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.5,5,science
400,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['it', 'contains', 'reusable', 'source', 'code', 'for', 'use', 'by', 'other', 'class']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.0,5,science
401,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['to', 'separate', 'the', 'source', 'code', 'from', 'the', 'main', 'function', 'allows', 'the', 'methodsclasses', 'to', 'be', 'included', 'in', 'the', 'program', 'without', 'direct', 'coding', 'allows', 're', 'usability']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.5,5,science
402,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['header', 'file', 'have', 'reusable', 'source', 'code', 'in', 'a', 'file', 'that', 'a', 'programer', 'can', 'use']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",2.5,5,science
403,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['to', 'hide', 'the', 'definition', 'and', 'detail', 'of', 'a', 'class', 'also', 'to', 'help', 'readability', 'of', 'the', 'main', 'c', 'file']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.5,5,science
404,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['to', 'allow', 'the', 'compiler', 'to', 'recognize', 'the', 'class', 'when', 'used', 'elsewhere']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.5,5,science
405,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['a', 'header', 'file', 'declares', 'a', 'class', 'it', 'data', 'and', 'function', 'available', 'through', 'that', 'class']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",4.0,5,science
406,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['header', 'file', 'contain', 'code', 'which', 'can', 'be', 'used', 'in', 'multiple', 'file']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.0,5,science
407,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['allow', 'compiler', 'to', 'recognize', 'the', 'class', 'when', 'used', 'elsewhere']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.0,5,science
408,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['allow', 'compiler', 'to', 'recognize', 'the', 'class', 'when', 'used', 'elsewhere']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.5,5,science
409,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['to', 'promote', 'function', 'reusuablitly']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.0,5,science
410,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['class', 'definition', 'are', 'placed', 'here']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",3.0,5,science
411,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['a', 'header', 'file', 'usually', 'contains', 'class', 'andor', 'function', 'prototype']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",4.5,5,science
412,"['what', 'is', 'the', 'role', 'of', 'a', 'headerfile']",2.7,"['contains', 'all', 'the', 'standard', 'c', 'library', 'ie', 'string']","['to', 'store', 'a', 'class', 'interface', 'including', 'data', 'member', 'and', 'member', 'function', 'prototype']",1.0,5,science
413,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['it', 'includes', 'the', 'name', 'of', 'the', 'program', 'the', 'type', 'of', 'parameter', 'it', 'can', 'take', 'it', 'should', 'also', 'include', 'a', 'brief', 'description', 'of', 'what', 'the', 'function', 'doe']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",4.5,5,science
414,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['it', 'includes', 'the', 'specific', 'information', 'about', 'the', 'function', 'such', 'a', 'input', 'and', 'output', 'variable', 'type', 'and', 'how', 'many', 'of', 'each']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",3.0,5,science
415,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'function', 'signature', 'includes', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
416,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['a', 'function', 'signature', 'consists', 'of', 'the', 'function', 'prototype', 'this', 'tell', 'you', 'the', 'general', 'information', 'about', 'a', 'function', 'it', 'name', 'parameter', 'what', 'scope', 'it', 'is', 'in', 'and', 'other', 'miscellaneous', 'information']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",4.5,5,science
417,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['it', 'includes', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
418,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['name', 'paramaters', 'scope', 'and', 'other', 'general', 'function', 'information']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",4.5,5,science
419,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['it', 'includes', 'a', 'function', 'name', 'and', 'parameter', 'list', 'doe', 'not', 'include', 'return', 'type', 'function', 'signature', 'must', 'be', 'different']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
420,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['input', 'parameter', 'and', 'return', 'type']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",3.0,5,science
421,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'portion', 'of', 'the', 'function', 'prototyp', 'tha', 'ha', 'the', 'function', 'name', 'and', 'the', 'argument', 'but', 'not', 'the', 'return', 'type']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
422,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
423,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
424,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['includes', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
425,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['identification', 'of', 'a', 'function', 'and', 'the', 'data', 'type', 'of', 'it', 'parameter', 'it', 'ha', 'the', 'name', 'and', 'the', 'data', 'type', 'variable']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
426,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['a', 'return', 'type', 'and', 'input', 'parameter']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",3.0,5,science
427,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'function', 'signature', 'includes', 'the', 'method', 'name', 'and', 'the', 'input', 'type']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
428,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['a', 'function', 'signature', 'includes', 'the', 'name', 'of', 'the', 'function', 'and', 'type', 'of', 'argument', 'but', 'not', 'the', 'return', 'type']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
429,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'signature', 'can', 'include', 'a', 'result', 'type', 'and', 'thrown', 'error']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",2.0,5,science
430,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['function', 'name', 'and', 'input', 'paramaters']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
431,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument', 'this', 'includes', 'the', 'number', 'type', 'and', 'order', 'the', 'parameter', 'appear', 'in']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
432,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
433,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['a', 'function', 'signature', 'includes', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
434,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['a', 'function', 'signature', 'includes', 'a', 'function', 'return', 'type', 'parameter', 'and', 'semicolon']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",3.0,5,science
435,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
436,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'function', 'name', 'and', 'parameter']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
437,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
438,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'portion', 'of', 'a', 'function', 'prototype', 'that', 'includes', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
439,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'name', 'of', 'the', 'function', 'and', 'it', 'parameter']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
440,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['the', 'function', 'name', 'and', 'parameter']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
441,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['name', 'of', 'function', 'and', 'type', 'of', 'argument']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
442,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['a', 'function', 'return', 'type', 'and', 'parameter', 'list']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",3.0,5,science
443,"['what', 'doe', 'a', 'function', 'signature', 'include']",3.1,"['it', 'includes', 'the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'it', 'argument', 'it', 'doe', 'not', 'specify', 'the', 'function', 'return', 'type', 'function', 'in', 'the', 'same', 'scope', 'must', 'have', 'unqiue', 'signature']","['the', 'name', 'of', 'the', 'function', 'and', 'the', 'type', 'of', 'the', 'parameter']",5.0,5,science
444,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['any', 'function', 'that', 'follows', 'their', 'deceleration', 'that', 'are', 'in', 'the', 'source', 'code', 'file', 'are', 'allowed', 'to', 'have', 'access', 'the', 'variable', 'also', 'global', 'scope', 'variable', 'retrain', 'their', 'value', 'throughout', 'the', 'execution', 'of', 'the', 'program']","['file', 'scope']",5.0,5,science
445,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['they', 'can', 'be', 'accessed', 'by', 'any', 'c', 'file', 'anywhere']","['file', 'scope']",2.5,5,science
446,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['global', 'variable', 'have', 'file', 'scope']","['file', 'scope']",5.0,5,science
447,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['the', 'scope', 'of', 'global', 'variable', 'are', 'created', 'by', 'placing', 'variable', 'declaration', 'outside', 'any', 'class', 'or', 'function', 'definition', 'global', 'variable', 'retain', 'their', 'value', 'throughout', 'the', 'execution', 'of', 'the', 'program', 'and', 'they', 'can', 'be', 'referenced', 'by', 'any', 'function', 'that', 'follows', 'their', 'declaration', 'or', 'definition', 'in', 'the', 'source', 'file']","['file', 'scope']",2.5,5,science
448,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['a', 'global', 'variable', 'is', 'an', 'identifier', 'that', 'retains', 'it', 'value', 'throughout', 'the', 'execution', 'of', 'the', 'program', 'it', 'ha', 'file', 'scope']","['file', 'scope']",5.0,5,science
449,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['global', 'variable', 'can', 'be', 'used', 'in', 'any', 'function', 'a', 'long', 'a', 'the', 'appropriate', 'h', 'file', 'that', 'hold', 'the', 'variable', 'is', 'included']","['file', 'scope']",4.0,5,science
450,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['they', 'can', 'be', 'accessed', 'by', 'any', 'part', 'of', 'the', 'program', 'it', 'can', 'be', 'referenced', 'by', 'any', 'function', 'that', 'follows', 'the', 'declaration', 'or', 'definition', 'in', 'the', 'source', 'file']","['file', 'scope']",5.0,5,science
451,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['can', 'be', 'accesed', 'by', 'any', 'class', 'that', 'have', 'and', 'object', 'of', 'that', 'variable', 'class', 'in', 'it']","['file', 'scope']",3.0,5,science
452,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['global', 'variable', 'have', 'filescope', 'the', 'variable', 'is', 'know', 'to', 'all', 'function', 'throught', 'the', 'file']","['file', 'scope']",5.0,5,science
453,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['the', 'entire', 'program']","['file', 'scope']",4.5,5,science
454,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['they', 'have', 'file', 'scope', 'when', 'placed', 'outside', 'a', 'function']","['file', 'scope']",5.0,5,science
455,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['file', 'scope']","['file', 'scope']",5.0,5,science
456,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['they', 'can', 'be', 'used', 'throughout', 'the', 'program']","['file', 'scope']",4.5,5,science
457,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['global', 'variable', 'can', 'b', 'accessed', 'by', 'any', 'class', 'wit', 'an', 'object', 'in', 'the', 'variable', 'class']","['file', 'scope']",3.0,5,science
458,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['the', 'scope', 'of', 'global', 'variable', 'is', 'at', 'the', 'file', 'level']","['file', 'scope']",5.0,5,science
459,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['global', 'variable', 'all', 'have', 'file', 'scope']","['file', 'scope']",5.0,5,science
460,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['it', 'is', 'accessible', 'by', 'all', 'function', 'within', 'a', 'program']","['file', 'scope']",4.5,5,science
461,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['variable', 'accessible', 'anywhere', 'in', 'the', 'program', 'a', 'long', 'a', 'they', 'are', 'public']","['file', 'scope']",4.5,5,science
462,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['they', 'can', 'be', 'referenced', 'by', 'any', 'function', 'following', 'their', 'declaration', 'or', 'definition', 'inside', 'the', 'source', 'file']","['file', 'scope']",5.0,5,science
463,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['globally', 'anywhere', 'in', 'the', 'program']","['file', 'scope']",4.5,5,science
464,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['global', 'variable', 'have', 'a', 'file', 'scope']","['file', 'scope']",5.0,5,science
465,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['the', 'entire', 'program']","['file', 'scope']",4.5,5,science
466,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['throughout', 'the', 'execution', 'of', 'the', 'program']","['file', 'scope']",4.5,5,science
467,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['if', 'a', 'variable', 'is', 'declared', 'global', 'any', 'function', 'or', 'class', 'can', 'use', 'that', 'variable']","['file', 'scope']",4.5,5,science
468,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['the', 'entire', 'program', 'or', 'file']","['file', 'scope']",5.0,5,science
469,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['throught', 'the', 'programm']","['file', 'scope']",4.5,5,science
470,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['the', 'whole', 'code']","['file', 'scope']",4.5,5,science
471,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['file', 'scope']","['file', 'scope']",5.0,5,science
472,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['can', 'be', 'referenced', 'by', 'any', 'function', 'that', 'follows', 'their', 'declaration', 'or', 'definition', 'in', 'the', 'source', 'file']","['file', 'scope']",5.0,5,science
473,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['global', 'variable', 'have', 'program', 'scope', 'accessible', 'anywhere', 'in', 'program']","['file', 'scope']",4.5,5,science
474,"['what', 'is', 'the', 'scope', 'of', 'global', 'variable']",3.2,"['variable', 'that', 'exist', 'throught', 'the', 'entire', 'script', 'their', 'value', 'can', 'be', 'changed', 'anytime', 'in', 'the', 'code', 'and', 'fucntions']","['file', 'scope']",4.5,5,science
475,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['it', 'expands', 'the', 'function', 'definition', 'in', 'that', 'place', 'once', 'the', 'function', 'is', 'called', 'you', 'can', 'use', 'it', 'a', 'many', 'time', 'a', 'you', 'need', 'the', 'compiler', 'just', 'expands', 'on', 'the', 'function']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",4.5,5,science
476,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['when', 'the', 'compiler', 'inlineexpands', 'a', 'function', 'call', 'the', 'function', 'code', 'get', 'inserted', 'into', 'the', 'caller', 'code', 'stream', 'conceptually', 'similar', 'to', 'what', 'happens', 'with', 'a', 'define', 'macro', 'this', 'can', 'depending', 'on', 'a', 'zillion', 'other', 'thing', 'improve', 'performance', 'because', 'the', 'optimizer', 'can', 'procedurally', 'integrate', 'the', 'called', 'code', '—', 'optimize', 'the', 'called', 'code', 'into', 'the', 'caller']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",4.5,5,science
477,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['the', 'inline', 'keyword', 'advises', 'the', 'compiler', 'to', 'copy', 'the', 'function', 'code', 'in', 'place', 'to', 'avoid', 'function', 'call', 'however', 'the', 'compiler', 'can', 'and', 'typically', 'doe', 'ignore', 'the', 'inline', 'qualifier', 'for', 'all', 'but', 'the', 'smallest', 'function']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science
478,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['the', 'compiler', 'can', 'ignore', 'the', 'inline', 'qualifier', 'and', 'typically', 'doe', 'so', 'for', 'all', 'but', 'the', 'smallest', 'function']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",3.0,5,science
479,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['placing', 'the', 'qualifier', 'inline', 'before', 'a', 'function', 'return', 'type', 'in', 'the', 'function', 'definition', 'advises', 'the', 'compiler', 'to', 'generate', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'place', 'to', 'avoid', 'a', 'function', 'call']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science
480,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['you', 'declare', 'your', 'inline', 'function', 'in', 'the', 'header', 'or', 'before', 'your', 'int', 'main', 'you', 'then', 'can', 'call', 'that', 'function', 'at', 'anytime', 'in', 'your', 'main', 'program', 'quickly', 'and', 'easily']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",2.0,5,science
481,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['it', 'expands', 'a', 'small', 'function', 'out', 'making', 'your', 'code', 'longer', 'but', 'also', 'make', 'it', 'run', 'faster']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",4.0,5,science
482,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['the', 'function', 'is', 'not', 'treated', 'a', 'a', 'separate', 'unit', 'like', 'other', 'function']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",3.5,5,science
483,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['when', 'the', 'program', 'compilesit', 'will', 'copy', 'the', 'function', 'inplace', 'avoiding', 'a', 'function', 'call']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science
484,"['how', 'doe', 'the', 'compiler', 'handle', 'inline', 'function']",3.3,"['it', 'replaces', 'all', 'instance', 'of', 'that', 'function', 'call', 'with', 'the', 'inline', 'code', 'itself', 'resulting', 'in', 'longer', 'but', 'faster', 'program']","['it', 'make', 'a', 'copy', 'of', 'the', 'function', 'code', 'in', 'every', 'place', 'where', 'a', 'function', 'call', 'is', 'made']",5.0,5,science
